Thoeris I	Gao_Her_SIR	0.813353752191787
Thoeris I	Retron V	0.864134796063089
Thoeris I	AbiO/Nhi	1
Thoeris I	DUF4238	1
Thoeris I	PbeABCD	1
Thoeris I	Retron XI	1
Lit	2TM-1TM-TIR	1
Thoeris I	Argonaute II	0.503289382195394
Thoeris I	AbiV	1
Thoeris I	Argonaute I	1
Thoeris I	Retron II	1
Thoeris I	Retron III	1
Thoeris I	DISARM II	1
Thoeris I	RADAR II	1
Thoeris I	Dnd_ABCDEFGH	1
Thoeris I	SspBCDE	1
qatABCD	CRISPR I-E	0.135319101013339
Lit	Gao_Her_SIR	1
qatABCD	Hachiman I	0.45789346585634
qatABCD	Lit	0.473261255995826
qatABCD	RM I	0.738608802478194
qatABCD	RM II	0.393210686771273
qatABCD	RM IV	0.39057373005122
qatABCD	CRISPR I-F	0.0019023820632103	0.461249342521151	0.00466419858550968
qatABCD	Lamassu I	0.204062809900953
qatABCD	Druantia III	0.135163106340979
qatABCD	Lamassu-Fam	0.714635624647379
qatABCD	PsyrTA	5.8762403501067e-05	0.721710920032111	2.73199436662072e-05
Lit	AbiO/Nhi	1
qatABCD	RM IIG	0.0911958674917208
qatABCD	Zorya II	0.801978121628333
qatABCD	Mokosh II	0.56916421703973
qatABCD	AbiU	0.609783017587479
qatABCD	BREX I	0.879265215875901
qatABCD	PARIS	0.145968052958196
qatABCD	PARIS II	0.501569953321106
qatABCD	RM III	0.272850098788324
qatABCD	Retron II-A	0.119822623524868
qatABCD	AbiE	0.237243620754998
Lit	DUF4238	1
qatABCD	CBASS I	9.72604688039893e-19	8.76193676007556e-14	6.73203196003854e-15
qatABCD	Thoeris I	0.341025727428498
qatABCD	3HP	0.419942413359123
qatABCD	AbiH	0.193018786023985
qatABCD	DRT III	0.30610352077273
qatABCD	Mokosh I	0.220204656596737
qatABCD	SoFic	0.158939766544673
qatABCD	DISARM I	1
qatABCD	DRT II	0.491342416271105
qatABCD	Gabija	0.115273985032722
qatABCD	PifA	0.981622276562111
qatABCD	Dnd_ABCDE	0.899328496584858
qatABCD	Dnd_FGH	0.516291918785163
qatABCD	Retron I-C	0.407744452323992
qatABCD	BstA	0.181409806464379
qatABCD	Dpd	0.216481583325349
qatABCD	Shedu	0.113716959628825
qatABCD	GAO_19	0.0215662911900504
qatABCD	RADAR	0.0157033201039718
qatABCD	RosmerTA	0.0457170996133632
Lit	Argonaute II	0.0608420757217793
qatABCD	Septu I	0.141913447655447
qatABCD	SspABCD	1
qatABCD	dCTPdeaminase	0.499355519886665
qatABCD	dsr II	0.19671261708074
qatABCD	DRT I	0.205630191259423
qatABCD	DprA-PRTase	0.217410579608919
qatABCD	AVAST II	0.339275193217722
qatABCD	Bunzi	0.0898444137856936
qatABCD	Azaca	1
qatABCD	ShosTA	0.32337663455298
Lit	AbiV	1
qatABCD	Zorya I	0.969800448964839
qatABCD	ietAS	0.00333009391750231	0.00821067649789563	0.00162547345600399
qatABCD	AbiL	0.00601320690948622	0.897667952030446	0.00458802408588968
qatABCD	AbiEii	0.0415396534655152
qatABCD	Tiamat	0.451119822141215
qatABCD	darTG	0.313175573349498
qatABCD	ppl	0.0729419357196307
qatABCD	Kiwa	0.00744985263864126	0.0220273684880875	0.485159265820696
qatABCD	dXTPase	0.10427278706113
qatABCD	SEFIR	0.249485616277256
Lit	Argonaute I	0.0787594303206118
qatABCD	Viperin	0.915403325882175
qatABCD	CBASS II	0.146959698861644
qatABCD	Retron I-B	0.896800405014385
qatABCD	Retron IX	0.552656747027615
qatABCD	AbiD	0.301259191454921
qatABCD	Druantia II	0.764015400500947
qatABCD	PrrC	0.136624873309666
qatABCD	CRISPR III-A	0.596288258223003
qatABCD	Dynamins	0.201103173060466
qatABCD	Retron VI	0.282824585031191
Lit	DISARM II	1
qatABCD	dsr I	0.536769905997258
qatABCD	Menshen	0.561897203130825
qatABCD	Pycsar	0.00309996591516544	0.00827806625471949	0.0675101083509916
qatABCD	CRISPR I-C	1
qatABCD	Shango	1
qatABCD	Wadjet I	0.788189278955216
qatABCD	hhe	0.995982881432657
qatABCD	Retron I-A	0.356396129965926
qatABCD	GAO_20	0.812530301517077
qatABCD	Retron IV	0.58722720404938
Lit	Dnd_ABCDEFGH	1
CRISPR I-E	AbiD	0.261796688221091
qatABCD	TIR-NLR	1
qatABCD	GAO_29	1
qatABCD	AVAST IV	0.462263232777053
qatABCD	Septu	0.389551382341391
qatABCD	Rretron III-A	0.829006887794861
qatABCD	TerY-P	1
qatABCD	gop_beta_cll	0.953797780588524
qatABCD	Abi2	0.684027859867173
qatABCD	Borvo	1
qatABCD	Hydrolase-TM	0.379873152208576
RM I	CRISPR I-E	8.31547682464717e-06	1.38331290688347e-06	0.0481934377564328
qatABCD	Retron XII	0.799655325808616
qatABCD	mza	0.329777922731703
qatABCD	CRISPR IV-A	0.486982691209652
qatABCD	RexAB	0.652497315645327
qatABCD	SspE	0.999999999999999
qatABCD	Olokun	1
qatABCD	Gao_Her_DUF	1
qatABCD	hma	0.864174882278382
qatABCD	BREX III	0.141906162698061
qatABCD	AVAST I	0.213818492191515
RM I	Hachiman I	0.000212603568975433	0.000491467522458417	0.170072813628184
qatABCD	old	1
qatABCD	AbiQ	0.411620080189322
qatABCD	Lamassu II	1
qatABCD	AVAST III	1
qatABCD	Helicase-DUF2290	0.271816197126005
qatABCD	AVAST V	0.911991349229013
qatABCD	Retron XIII	1
qatABCD	Dazbog	1
qatABCD	Druantia I	0.166450025918082
qatABCD	ApeA	0.598595743772892
RM I	Lit	1.7056500271293e-08	5.5299047457972e-09	0.00401895597670092
qatABCD	PARIS I	1
qatABCD	SspFGH	1
qatABCD	2TM-1TM-TIR	1
qatABCD	Gao_Her_SIR	7.96413035094691e-07	6.00929435653451e-08	8.67685711191621e-07
qatABCD	cas_adaptation	1
qatABCD	Retron V	1
qatABCD	AbiO/Nhi	1
qatABCD	DUF4238	1
qatABCD	dGTPase	1
RM I	CRISPR I-F	0.177372775275093
qatABCD	PbeABCD	1
qatABCD	Retron XI	1
qatABCD	Argonaute II	1
qatABCD	AbiV	1
qatABCD	Argonaute I	1
qatABCD	Thoeris II	1
qatABCD	Retron II	1
qatABCD	Retron III	1
qatABCD	DISARM II	1
qatABCD	RADAR II	1
RM I	Lamassu I	0.192950497943766
qatABCD	Dnd_ABCDEFGH	1
qatABCD	SspBCDE	1
3HP	2TM-1TM-TIR	1
AbiH	AbiE	0.0809965282018126
AbiH	3HP	2.86886041278543e-05	0.00312955484327488	0.000176407790685208
AbiH	AVAST II	0.273430958197197
AbiH	AbiEii	1
AbiH	AbiD	0.569701603685366
AbiH	AVAST IV	0.230171656151279
AbiH	Abi2	0.718349942271514
RM I	Druantia III	1.43550770410606e-25	8.94635165356929e-23	1.89668334172885e-14
AbiH	AVAST I	1
AbiH	AVAST III	1
AbiH	AVAST V	1
AbiH	2TM-1TM-TIR	1
DRT III	CRISPR I-E	6.42819457829086e-07	3.85620625315343e-06	0.00502575249034238
DRT III	CRISPR I-F	0.0866674373943425
DRT III	AbiU	0.126414165135057
DRT III	BREX I	0.000951022464962141	0.00043330625212178	9.39568149211741e-05
DRT III	AbiE	9.74466563329912e-06	2.94398340180016e-05	9.96437703513596e-05
DRT III	CBASS I	0.998250835921747
RM I	Lamassu-Fam	1.32610782520743e-06	4.12170918042619e-05	0.00030062466774483
DRT III	3HP	0.322936426750463
DRT III	AbiH	0.272272153934492
DRT III	DISARM I	0.27534629504863
DRT III	DRT II	0.227100515324214
DRT III	BstA	0.46706919889732
DRT III	DRT I	0.847513478260683
DRT III	AVAST II	0.0481396811667256
DRT III	Bunzi	0.474453420939913
DRT III	Azaca	0.120665004817428
DRT III	AbiL	0.435540402452837
RM I	PsyrTA	2.25946858690962e-05	7.57649075422117e-06	0.0113033987398473
DRT III	AbiEii	1
DRT III	CBASS II	0.396825724715825
DRT III	AbiD	0.078627145483884
DRT III	CRISPR III-A	1
DRT III	CRISPR I-C	0.335544698342881
DRT III	AVAST IV	0.0575487064644248
DRT III	Abi2	0.762792593359075
DRT III	Borvo	0.423816383006451
DRT III	CRISPR IV-A	1
DRT III	BREX III	0.98467059105008
RM I	Mokosh II	1.09092463183387e-10	2.76924123664507e-05	2.98525378200121e-07
